,Gender,Age,Occupation,Zip-code,Gender_enc,Age_enc,Occupation_enc,Zip-code_enc
2058,F,56,1,06437,0,6,1,280
2059,M,35,0,44130,1,3,0,1431
2060,M,1,1,48304,1,0,1,1634
2061,M,56,1,44107,1,6,1,1424
2062,M,18,4,44646,1,1,4,1468
2063,M,25,4,43138,1,2,4,1381
2064,M,35,1,01020,1,3,1,9
2065,M,25,6,46807,1,2,6,1559
2066,F,25,6,53202,0,2,6,1769
2067,M,50,16,06430,1,5,16,279
2068,F,35,12,43528,0,3,12,1403
2069,M,56,15,79068,1,6,15,2504
2070,F,35,6,13210,0,3,6,580
2071,M,45,7,01605,1,4,7,39
2072,F,50,12,21133,0,5,12,846
2073,F,18,4,13148,0,1,4,575
2074,M,18,4,48197,1,1,4,1624
2075,F,25,4,13210,0,2,4,580
2076,M,18,4,13165,1,1,4,577
2077,M,18,0,55112,1,1,0,1859
2078,M,18,4,13323,1,1,4,588
2079,M,1,10,45241,1,0,10,1493
2080,M,25,11,37931,1,2,11,1318
2081,M,18,17,49445,1,1,17,1695
2082,M,1,19,48323,1,0,19,1644
2083,M,18,4,64920,1,1,4,2187
2084,M,18,4,23186,1,1,4,916
2085,M,18,0,06360,1,1,0,274
2086,M,35,14,48328,1,3,14,1647
2087,M,25,0,37923-3112,1,2,0,1315
2088,M,50,7,60618,1,5,7,2080
2089,M,35,17,17601,1,3,17,680
2090,M,35,17,48313,1,3,17,1638
2091,F,35,20,48044,0,3,20,1586
2092,M,56,1,49006,1,6,1,1674
2093,M,18,0,48322,1,1,0,1643
2094,M,35,2,60061,1,3,2,2010
2095,M,56,13,58504,1,6,13,1980
2096,F,25,17,33990,0,2,17,1240
2097,M,18,5,48504,1,1,5,1660
2098,M,35,20,48067,1,3,20,1588
2099,F,18,0,48823,0,1,0,1665
2100,F,25,0,24017,0,2,0,941
2101,M,25,16,48309,1,2,16,1636
2102,M,25,11,48825,1,2,11,1666
2103,M,35,12,03062,1,3,12,187
2104,M,45,15,60035,1,4,15,2000
2105,M,25,1,24060,1,2,1,943
2106,F,18,20,495321,0,1,20,1708
2107,M,25,1,24060,1,2,1,943
2108,M,1,10,60462,1,0,10,2051
2109,M,25,16,13090,1,2,16,569
2110,M,50,11,46802,1,5,11,1556
2111,M,56,13,32806,1,6,13,1166
2112,F,45,12,23116,0,4,12,914
2113,M,25,6,04456,1,2,6,239
2114,M,18,18,21740,1,1,18,858
2115,M,35,17,01519,1,3,17,27
2116,M,18,4,49546,1,1,4,1710
2117,M,56,13,49307,1,6,13,1684
2118,M,25,14,02148,1,2,14,111
2119,M,35,4,10036,1,3,4,422
2120,M,1,0,02780,1,0,0,165
2121,M,56,13,02356,1,6,13,127
2122,M,35,12,61614,1,3,12,2106
2123,F,35,0,13064,0,3,0,564
2124,M,25,0,12306,1,2,0,534
2125,M,35,3,46033,1,3,3,1522
2126,M,56,14,02632,1,6,14,157
2127,M,18,4,12309,1,1,4,536
2128,F,45,1,46737,0,4,1,1553
2129,M,25,5,04103,1,2,5,228
2130,M,45,0,03060,1,4,0,186
2131,M,25,0,01701,1,2,0,44
2132,M,56,14,02632,1,6,14,157
2133,F,1,10,01607,0,0,10,41
2134,M,18,10,02780,1,1,10,165
2135,M,50,1,01778,1,5,1,58
2136,M,35,18,13027,1,3,18,557
2137,F,1,10,00681,0,0,10,2
2138,F,18,4,88119,0,1,4,2705
2139,F,50,3,33615,0,5,3,1222
2140,M,45,14,46804,1,4,14,1557
2141,F,50,16,48706,0,5,16,1664
2142,F,45,14,46804,0,4,14,1557
2143,M,18,4,32607,1,1,4,1154
2144,M,18,0,46517,1,1,0,1547
2145,M,18,10,32750,1,1,10,1163
2146,M,18,2,96002,1,1,2,3238
2147,F,18,0,60641,0,1,0,2088
2148,F,18,0,81301,0,1,0,2582
2149,M,25,0,60089,1,2,0,2017
2150,F,18,4,22904,0,1,4,905
2151,M,56,13,33316,1,6,13,1208
2152,M,18,4,22807,1,1,4,900
2153,M,18,16,97405,1,1,16,3315
2154,M,25,12,68508,1,2,12,2240
2155,F,1,10,50246,0,0,10,1723
2156,M,18,19,55912,1,1,19,1948
2157,F,18,3,45244,0,1,3,1496
2158,M,25,12,60618,1,2,12,2080
2159,F,50,14,60618,0,5,14,2080
2160,F,18,19,46556,0,1,19,1549
2161,F,35,2,95521,0,3,2,3206
2162,F,1,10,35810,0,0,10,1267
2163,M,18,0,87122,1,1,0,2693
2164,M,35,0,95826,1,3,0,3228
2165,M,25,7,32836,1,2,7,1171
2166,M,1,10,99203,1,0,10,3424
2167,F,25,6,95833,0,2,6,3231
2168,M,1,10,60202,1,0,10,2041
2169,M,1,0,95451,1,0,0,3200
2170,F,50,16,99114,0,5,16,3422
2171,M,35,0,48103,1,3,0,1597
2172,M,18,20,60641,1,1,20,2088
2173,M,50,13,87502,1,5,13,2695
2174,M,50,12,87505,1,5,12,2696
2175,M,25,4,99217,1,2,4,3426
2176,M,1,19,73505,1,0,19,2303
2177,F,35,20,95451,0,3,20,3200
2178,M,45,14,85251,1,4,14,2651
2179,F,25,0,28304,0,2,0,1014
2180,M,25,12,27713-9225,1,2,12,996
2181,M,25,0,45245,1,2,0,1497
2182,F,25,4,60443,0,2,4,2049
2183,F,56,1,11795,0,6,1,513
2184,M,18,4,45403,1,1,4,1507
2185,M,45,17,27502,1,4,17,973
2186,M,18,5,41018,1,1,5,1358
2187,M,45,16,60126,1,4,16,2026
2188,F,18,19,60641,0,1,19,2088
2189,M,1,10,60148,1,0,10,2029
2190,F,25,15,27603,0,2,15,983
2191,M,18,4,45231,1,1,4,1488
2192,F,25,0,27713,0,2,0,995
2193,M,1,10,41011,1,0,10,1357
2194,M,25,17,45233,1,2,17,1489
2195,M,1,10,60148,1,0,10,2029
2196,M,25,12,45140,1,2,12,1478
2197,F,25,1,27515,0,2,1,979
2198,F,35,9,46815,0,3,9,1561
2199,M,1,10,60613,1,0,10,2077
2200,M,35,1,60016,1,3,1,1997
2201,M,56,20,46804,1,6,20,1557
2202,F,1,10,11743,0,0,10,503
2203,M,45,12,53718,1,4,12,1800
2204,M,56,3,94941,1,6,3,3144
2205,F,25,7,10016,0,2,7,409
2206,M,45,7,11201,1,4,7,468
2207,M,18,4,07508,1,1,4,326
2208,M,25,0,10006,1,2,0,402
2209,M,35,7,10011,1,3,7,405
2210,M,45,17,88005-4313,1,4,17,2703
2211,M,45,6,01950,1,4,6,75
2212,M,18,4,80521,1,1,4,2562
2213,F,25,0,60622,0,2,0,2081
2214,F,25,1,46807,0,2,1,1559
2215,F,25,0,93940,0,2,0,3028
2216,F,25,20,60612,0,2,20,2076
2217,M,1,10,44906,1,0,10,1473
2218,M,35,17,64153,1,3,17,2183
2219,M,25,6,60060,1,2,6,2009
2220,F,50,3,95451-9554,0,5,3,3201
2221,M,56,17,94931,1,6,17,3142
2222,F,45,1,13088,0,4,1,568
2223,M,25,2,60123,1,2,2,2025
2224,M,25,12,60025,1,2,12,1998
2225,M,25,5,96815,1,2,5,3255
2226,F,25,7,27514,0,2,7,977
2227,M,50,14,60016,1,5,14,1997
2228,M,25,12,60025,1,2,12,1998
2229,M,45,0,61821,1,4,0,2113
2230,F,45,1,60302,0,4,1,2042
2231,M,50,11,85726,1,5,11,2679
2232,M,25,14,60061,1,2,14,2010
2233,F,35,3,60187,0,3,3,2036
2234,M,56,1,85718,1,6,1,2676
2235,M,1,10,46324,1,0,10,1545
2236,M,1,10,96782,1,0,10,3250
2237,F,35,6,14905,0,3,6,634
2238,F,25,4,32607,0,2,4,1154
2239,M,18,10,60148,1,1,10,2029
2240,M,45,12,64117,1,4,12,2180
2241,M,45,5,60647,1,4,5,2090
2242,M,18,4,60115,1,1,4,2024
2243,M,45,2,86701,1,4,2,2684
2244,M,1,10,60565,1,0,10,2069
2245,M,1,10,60007,1,0,10,1992
2246,M,25,0,60622,1,2,0,2081
2247,M,45,2,60613,1,4,2,2077
2248,F,35,12,46755,0,3,12,1554
2249,M,25,5,60466,1,2,5,2052
2250,M,18,19,60010,1,1,19,1993
2251,M,35,14,60626,1,3,14,2083
2252,F,18,1,01562,0,1,1,33
2253,F,50,0,46815,0,5,0,1561
2254,M,35,5,33317,1,3,5,1209
2255,F,35,6,44303,0,3,6,1447
2256,F,45,15,59840,0,4,15,1990
2257,F,18,4,59715,0,1,4,1988
2258,F,18,4,10033,0,1,4,421
2259,F,56,16,70503,0,6,16,2257
2260,F,25,20,46835,0,2,20,1563
2261,M,25,5,33025,1,2,5,1183
2262,M,45,17,48116,1,4,17,1606
2263,M,25,6,70508,1,2,6,2259
2264,F,45,7,37877,0,4,7,1306
2265,M,56,13,60506,1,6,13,2056
2266,F,50,2,48118,0,5,2,1607
2267,F,56,13,37774,0,6,13,1301
2268,F,35,1,46774,0,3,1,1555
2269,F,45,0,11217,0,4,0,474
2270,M,18,1,14620,1,1,1,622
2271,M,50,14,13210,1,5,14,580
2272,M,25,0,71731,1,2,0,2272
2273,M,25,6,23235,1,2,6,923
2274,M,18,2,31401,1,1,2,1121
2275,M,56,7,39211,1,6,7,1336
2276,M,56,13,44143,1,6,13,1434
2277,F,45,9,13035,0,4,9,559
2278,M,50,17,01536,1,5,17,31
2279,M,50,7,08816,1,5,7,378
2280,M,56,6,74105,1,6,6,2311
2281,M,45,11,48104,1,4,11,1600
2282,M,50,2,32117,1,5,2,1133
2283,M,35,18,44708,1,3,18,1472
2284,M,25,20,90024,1,2,20,2746
2285,F,1,10,13090,0,0,10,569
2286,M,35,17,82604,1,3,17,2590
2287,M,56,0,06082,1,6,0,262
2288,M,1,10,13066,1,0,10,565
2289,F,50,1,52002,0,5,1,1742
2290,M,25,0,61021,1,2,0,2098
2291,M,45,1,13214,1,4,1,583
2292,M,50,15,13039,1,5,15,560
2293,F,56,3,48130,0,6,3,1610
2294,M,56,13,48108,1,6,13,1603
2295,M,45,11,72316,1,4,11,2281
2296,F,25,6,22923,0,2,6,907
2297,M,56,13,52003,1,6,13,1743
2298,M,35,17,77584,1,3,17,2441
2299,F,18,10,13090,0,1,10,569
2300,M,56,13,49423,1,6,13,1692
2301,F,25,12,02478,0,2,12,148
2302,M,50,12,48104,1,5,12,1600
2303,M,50,17,08055,1,5,17,358
2304,M,45,12,94103,1,4,12,3051
2305,M,50,20,48104,1,5,20,1600
2306,F,18,4,02138,0,1,4,103
2307,M,25,17,02140,1,2,17,105
2308,F,45,16,48103,0,4,16,1597
2309,F,45,0,08901,0,4,0,390
2310,M,45,12,48130,1,4,12,1610
2311,F,25,4,22902,0,2,4,903
2312,M,45,0,13131,1,4,0,573
2313,F,50,6,48103-4711,0,5,6,1598
2314,F,25,1,13210,0,2,1,580
2315,M,56,7,48114,1,6,7,1605
2316,M,35,0,13207,1,3,0,579
2317,F,45,9,57108,0,4,9,1970
2318,M,56,7,48114,1,6,7,1605
2319,M,35,7,48104,1,3,7,1600
2320,F,50,1,06043,0,5,1,259
2321,M,25,7,30115,1,2,7,1077
2322,F,56,13,48105,0,6,13,1601
2323,M,35,3,13088,1,3,3,568
2324,M,35,17,50321,1,3,17,1732
2325,F,18,4,27708,0,1,4,994
2326,M,18,4,01040,1,1,4,11
2327,M,18,10,48169,1,1,10,1617
2328,M,56,7,13212,1,6,7,582
2329,F,56,15,97367,0,6,15,3308
2330,M,45,7,48103,1,4,7,1597
2331,M,56,1,48104,1,6,1,1600
2332,M,56,14,01545,1,6,14,32
2333,M,50,6,13035,1,5,6,559
2334,F,56,7,01562,0,6,7,33
2335,M,50,17,48197,1,5,17,1624
2336,M,35,18,13146,1,3,18,574
2337,M,35,17,49424,1,3,17,1693
2338,M,45,17,13152,1,4,17,576
2339,F,56,3,52003,0,6,3,1743
2340,M,35,2,48104,1,3,2,1600
2341,M,56,1,13210,1,6,1,580
2342,M,35,3,48107,1,3,3,1602
2343,F,45,1,01604,0,4,1,38
2344,M,25,12,02139,1,2,12,104
2345,M,35,16,98031,1,3,16,3335
2346,F,1,10,48105,0,0,10,1601
2347,M,35,1,48116,1,3,1,1606
2348,M,50,12,06082,1,5,12,262
2349,M,25,8,50309,1,2,8,1727
2350,M,18,4,44312,1,1,4,1451
2351,F,25,0,11106,0,2,0,466
2352,M,50,13,41076,1,5,13,1362
2353,F,35,9,61270,0,3,9,2101
2354,M,35,11,94306,1,3,11,3078
2355,F,45,9,13203,0,4,9,578
2356,F,50,16,13207,0,5,16,579
2357,F,35,14,13316,0,3,14,586
2358,F,56,6,06074,0,6,6,261
2359,M,56,13,13685,1,6,13,595
2360,M,50,6,13210,1,5,6,580
2361,M,56,7,49423,1,6,7,1692
2362,M,25,14,94110,1,2,14,3057
2363,M,50,14,95823,1,5,14,3226
2364,F,56,9,13078,0,6,9,567
2365,M,50,7,13203,1,5,7,578
2366,F,45,16,01532,0,4,16,30
2367,F,25,9,49424,0,2,9,1693
2368,F,56,13,13057,0,6,13,563
2369,M,35,14,06040,1,3,14,258
2370,M,50,1,13215,1,5,1,584
2371,F,35,7,06082,0,3,7,262
2372,F,45,7,01602,0,4,7,36
2373,M,45,7,94109,1,4,7,3056
2374,M,25,14,94404,1,2,14,3083
2375,F,50,7,13027,0,5,7,557
2376,M,25,1,13210,1,2,1,580
2377,M,35,0,06108,1,3,0,265
2378,M,25,3,75150,1,2,3,2347
2379,M,18,18,13045,1,1,18,562
2380,M,25,4,22903,1,2,4,904
2381,F,35,9,13066,0,3,9,565
2382,M,50,13,59715,1,5,13,1988
2383,F,25,14,95125,0,2,14,3174
2384,M,35,17,62034,1,3,17,2119
2385,F,45,2,01545,0,4,2,32
2386,F,25,0,06040,0,2,0,258
2387,M,25,17,32224,1,2,17,1138
2388,M,56,5,06082,1,6,5,262
2389,M,25,16,37922,1,2,16,1313
2390,F,25,6,33076,0,2,6,1188
2391,M,50,18,13126,1,5,18,572
2392,F,56,3,06040,0,6,3,258
2393,M,56,13,13123,1,6,13,571
2394,M,35,6,37923,1,3,6,1314
2395,M,35,7,08021,1,3,7,352
2396,F,18,0,22102,0,1,0,871
2397,F,35,11,43201,0,3,11,1383
2398,M,25,0,98122,1,2,0,3366
2399,M,35,17,11355,1,3,17,482
2400,F,25,16,95687,0,2,16,3214
2401,M,25,4,22901,1,2,4,902
2402,M,45,17,32024,1,4,17,1126
2403,M,18,4,37743,1,1,4,1298
2404,M,18,7,64055,1,1,7,2171
2405,M,50,8,78065,1,5,8,2452
2406,F,56,12,01520,0,6,12,28
2407,M,35,16,11358,1,3,16,483
2408,F,45,1,01609,0,4,1,42
2409,F,35,9,06074,0,3,9,261
2410,M,56,7,06071,1,6,7,260
2411,F,35,14,01536,0,3,14,31
2412,M,56,13,01501,1,6,13,26
2413,F,56,7,06118,0,6,7,269
2414,M,25,1,49503,1,2,1,1699
2415,M,25,7,22407,1,2,7,894
2416,M,45,7,01531,1,4,7,29
2417,M,45,1,53045,1,4,1,1755
2418,F,1,10,06074,0,0,10,261
2419,M,25,0,06096,1,2,0,263
2420,M,50,7,37938,1,5,7,1320
2421,M,35,7,44306,1,3,7,1449
2422,F,50,9,02865,0,5,9,172
2423,F,45,9,01520,0,4,9,28
2424,M,25,17,95035,1,2,17,3160
2425,F,35,14,45243,0,3,14,1495
2426,M,56,0,01606,1,6,0,40
2427,F,25,14,94010,0,2,14,3031
2428,M,45,17,45255,1,4,17,1501
2429,M,25,2,22903,1,2,2,904
2430,M,25,4,22902,1,2,4,903
2431,F,25,4,22903,0,2,4,904
2432,M,25,4,22903,1,2,4,904
2433,M,25,4,22903,1,2,4,904
2434,M,25,4,22901,1,2,4,902
2435,M,25,4,22903,1,2,4,904
2436,M,25,7,22902,1,2,7,903
2437,M,25,4,22923,1,2,4,907
2438,M,35,1,22903,1,3,1,904
2439,M,45,17,48105,1,4,17,1601
2440,M,50,17,01430,1,5,17,22
2441,F,45,6,42406,0,4,6,1369
2442,M,35,17,36830,1,3,17,1276
2443,F,35,0,49464,0,3,0,1698
2444,F,45,4,42420,0,4,4,1370
2445,M,25,0,48104,1,2,0,1600
2446,M,18,7,10038,1,1,7,423
2447,M,25,14,03051,1,2,14,183
2448,M,35,6,37932,1,3,6,1319
2449,M,56,13,37922,1,6,13,1313
2450,M,45,16,01612,1,4,16,43
2451,M,45,12,37853,1,4,12,1305
2452,M,45,7,01545,1,4,7,32
2453,M,25,7,55429,1,2,7,1921
2454,M,18,0,97005,1,1,0,3266
2455,M,35,7,48197,1,3,7,1624
2456,M,25,5,48103,1,2,5,1597
2457,M,25,0,60656,1,2,0,2091
2458,M,25,7,85040,1,2,7,2639
2459,M,50,7,44313,1,5,7,1452
2460,F,50,1,36067,0,5,1,1268
2461,M,18,4,98117,1,1,4,3362
2462,M,35,1,44303,1,3,1,1447
2463,M,25,7,33916,1,2,7,1238
2464,F,18,4,44106,0,1,4,1423
2465,M,50,6,44333,1,5,6,1455
2466,M,25,15,94303,1,2,15,3076
2467,M,1,10,44224,1,0,10,1436
2468,M,50,1,44240,1,5,1,1437
2469,M,25,4,90048,1,2,4,2763
2470,M,35,18,52001,1,3,18,1741
2471,M,50,13,98683,1,5,13,3412
2472,M,25,18,37922,1,2,18,1313
2473,M,25,12,98105,1,2,12,3353
2474,M,25,12,83815,1,2,12,2602
2475,F,25,18,98115,0,2,18,3360
2476,M,50,12,78703,1,5,12,2482
2477,M,45,0,42420,1,4,0,1370
2478,M,50,1,37922,1,5,1,1313
2479,F,25,1,23454,0,2,1,928
2480,F,18,20,94410,0,1,20,3084
2481,M,35,14,03054,1,3,14,185
2482,F,50,3,37772,0,5,3,1300
2483,M,56,13,90503,1,6,13,2797
2484,M,45,5,31901,1,4,5,1125
2485,M,35,14,95746,1,3,14,3216
2486,M,18,12,98105,1,1,12,3353
2487,M,45,7,55438,1,4,7,1928
2488,F,45,2,31804,0,4,2,1124
2489,F,35,9,37843,0,3,9,1304
2490,M,25,12,94703,1,2,12,3127
2491,M,35,7,22904,1,3,7,905
2492,F,45,2,37924,0,4,2,1316
2493,M,45,2,90631,1,4,2,2804
2494,M,18,4,52003,1,1,4,1743
2495,F,18,4,56401,0,1,4,1963
2496,M,50,1,37932,1,5,1,1319
2497,F,50,14,37922,0,5,14,1313
2498,M,56,18,70817,1,6,18,2266
2499,M,50,0,36109,1,5,0,1272
2500,M,56,1,29672,1,6,1,1049
2501,M,25,15,37923,1,2,15,1314
2502,M,56,13,49423,1,6,13,1692
2503,M,35,17,19360,1,3,17,747
2504,M,25,7,98115,1,2,7,3360
2505,M,25,7,55405,1,2,7,1899
2506,F,25,14,98225,0,2,14,3381
2507,M,25,4,94107,1,2,4,3054
2508,F,35,3,77429,0,3,3,2427
2509,M,25,5,36109,1,2,5,1272
2510,M,25,7,37930,1,2,7,1317
2511,M,25,7,15209,1,2,7,645
2512,F,45,14,36109,0,4,14,1272
2513,M,56,1,37922,1,6,1,1313
2514,M,56,14,37922,1,6,14,1313
2515,M,45,12,37914,1,4,12,1308
2516,F,45,6,37909,0,4,6,1307
2517,F,35,9,53806,0,3,9,1802
2518,M,25,7,11793,1,2,7,512
2519,F,45,2,14850,0,4,2,631
2520,F,56,2,95448,0,6,2,3199
2521,M,35,17,49424,1,3,17,1693
2522,M,18,11,60614,1,1,11,2078
2523,M,25,17,49423,1,2,17,1692
2524,F,56,9,38558,0,6,9,1333
2525,F,35,1,37922,0,3,1,1313
2526,M,56,13,37923,1,6,13,1314
2527,M,35,15,36109,1,3,15,1272
2528,M,56,0,37922,1,6,0,1313
2529,F,35,9,95903,0,3,9,3234
2530,M,18,0,42420,1,1,0,1370
2531,F,45,7,52003,0,4,7,1743
2532,F,56,13,37917,0,6,13,1309
2533,F,25,3,49423,0,2,3,1692
2534,F,50,6,37922,0,5,6,1313
2535,F,56,2,03431,0,6,2,196
2536,M,56,13,37830,1,6,13,1303
2537,M,35,11,37620,1,3,11,1296
2538,M,56,13,37923,1,6,13,1314
2539,M,35,7,32444,1,3,7,1147
2540,F,45,6,42420,0,4,6,1370
2541,F,35,5,49424,0,3,5,1693
2542,F,45,13,37922,0,4,13,1313
2543,F,35,0,42420,0,3,0,1370
2544,M,45,1,52001,1,4,1,1741
2545,M,56,13,37830,1,6,13,1303
2546,F,56,13,37931,0,6,13,1318
2547,F,35,0,37920,0,3,0,1312
2548,F,35,6,37919,0,3,6,1310
2549,M,56,13,37938,1,6,13,1320
2550,M,50,7,37931,1,5,7,1318
2551,M,25,12,98133,1,2,12,3369
2552,F,25,9,29369,0,2,9,1035
2553,M,25,7,29369,1,2,7,1035
2554,M,25,1,97405,1,2,1,3315
2555,M,56,7,10522,1,6,7,439
2556,M,25,4,02430,1,2,4,132
2557,F,18,19,02452,0,1,19,136
2558,M,56,17,53061,1,6,17,1758
2559,M,18,10,53207,1,1,10,1770
2560,F,45,6,84318,0,4,6,2627
2561,M,25,15,06460,1,2,15,283
2562,M,18,0,98021,1,1,0,3330
2563,M,45,13,53132,1,4,13,1762
2564,F,35,20,43230,0,3,20,1395
2565,M,35,5,34786,1,3,5,1256
2566,M,35,17,94022,1,3,17,3034
2567,M,25,0,06451,1,2,0,281
2568,M,25,17,31311,1,2,17,1120
2569,M,45,0,45248,1,4,0,1498
2570,F,56,14,95005,0,6,14,3152
2571,M,35,17,20151,1,3,17,791
2572,M,35,14,75005,1,3,14,2323
2573,M,45,16,94536,1,4,16,3098
2574,M,50,6,06511,1,5,6,285
2575,M,35,7,76248,1,3,7,2383
2576,M,18,17,97030,1,1,17,3269
2577,M,25,7,77099,1,2,7,2419
2578,M,50,7,94107,1,5,7,3054
2579,M,35,15,91411,1,3,15,2856
2580,F,45,1,12538,0,4,1,541
2581,M,25,11,60611,1,2,11,2075
2582,F,25,1,97201,0,2,1,3281
2583,M,35,7,19610,1,3,7,761
2584,F,56,1,94563,0,6,1,3108
2585,M,45,15,64081-8102,1,4,15,2174
2586,M,25,20,46802,1,2,20,1556
2587,M,35,7,55124,1,3,7,1870
2588,F,56,13,78737,0,6,13,2492
2589,M,25,0,19004,1,2,0,702
2590,M,18,4,94044,1,1,4,3041
2591,M,18,1,50310,1,1,1,1728
2592,M,50,7,80004-4448,1,5,7,2519
2593,M,56,16,95816,1,6,16,3221
2594,M,35,7,31047,1,3,7,1116
2595,M,18,4,15213,1,1,4,646
2596,M,50,7,48152,1,5,7,1614
2597,F,50,0,95616,0,5,0,3209
2598,M,25,17,20866,1,2,17,819
2599,M,25,12,53154,1,2,12,1766
2600,M,25,14,19312,1,2,14,739
2601,M,35,16,27613,1,3,16,988
2602,M,45,12,92104,1,4,12,2913
2603,M,25,17,19126,1,2,17,730
2604,M,25,0,45459,1,2,0,1512
2605,M,35,7,75013,1,3,7,2327
2606,M,50,7,34285,1,5,7,1245
2607,F,56,0,48178,0,6,0,1619
2608,F,25,1,10025,0,2,1,418
2609,F,50,12,55391,0,5,12,1894
2610,M,45,7,48322,1,4,7,1643
2611,M,25,3,07719,1,2,3,338
2612,F,45,3,94560,0,4,3,3106
2613,M,35,1,92120,1,3,1,2924
2614,M,25,7,15205,1,2,7,643
2615,M,25,7,21029,1,2,7,835
2616,M,35,7,02657,1,3,7,159
2617,F,45,15,60081,0,4,15,2016
2618,F,18,4,53538,0,1,4,1784
2619,M,35,12,95677,1,3,12,3213
2620,M,18,4,47306,1,1,4,1572
2621,M,18,0,46304,1,1,0,1542
2622,F,35,6,27516,0,3,6,980
2623,M,56,1,30345,1,6,1,1101
2624,F,35,0,44313,0,3,0,1452
2625,M,35,7,61910,1,3,7,2115
2626,M,56,1,04056,1,6,1,220
2627,M,25,1,06877,1,2,1,299
2628,F,25,2,11217,0,2,2,474
2629,M,25,11,15237,1,2,11,649
2630,F,18,5,78704,0,1,5,2483
2631,F,50,1,14850,0,5,1,631
2632,M,56,0,43528,1,6,0,1403
2633,F,35,9,07728,0,3,9,340
2634,M,56,1,15701,1,6,1,654
2635,M,35,0,06403,1,3,0,275
2636,M,18,12,78750,1,1,12,2497
2637,F,35,20,44303,0,3,20,1447
2638,M,25,14,06405,1,2,14,276
2639,F,25,6,80236,0,2,6,2550
2640,M,35,12,78230,1,3,12,2461
2641,M,25,6,19428,1,2,6,754
2642,M,25,0,33073,1,2,0,1187
2643,M,45,17,99005,1,4,17,3420
2644,M,18,15,45215,1,1,15,1483
2645,M,25,7,60657,1,2,7,2092
2646,M,45,17,18049,1,4,17,690
2647,F,35,11,15116,0,3,11,637
2648,M,25,17,27707,1,2,17,993
2649,M,25,16,80126,1,2,16,2532
2650,M,45,7,75080,1,4,7,2339
2651,M,56,14,11779,1,6,14,509
2652,M,35,20,84010,1,3,20,2604
2653,M,25,7,94109,1,2,7,3056
2654,F,35,9,48336,0,3,9,1648
2655,M,35,7,66224,1,3,7,2213
2656,M,56,13,32837,1,6,13,1172
2657,F,1,10,47403,0,0,10,1574
2658,M,25,7,60115,1,2,7,2024
2659,M,35,14,01060,1,3,14,13
2660,M,56,17,28704,1,6,17,1022
2661,M,56,13,19312,1,6,13,739
2662,M,25,17,02021,1,2,17,78
2663,F,25,4,02215,0,2,4,120
2664,M,35,7,52402,1,3,7,1749
2665,M,35,11,98443,1,3,11,3393
2666,M,45,16,63128,1,4,16,2152
2667,F,35,6,08043,0,3,6,356
2668,F,25,4,94110,0,2,4,3057
2669,M,45,0,24541,1,4,0,949
2670,M,35,6,94598,1,3,6,3115
2671,F,35,12,54220,0,3,12,1807
2672,M,35,7,04096,1,3,7,225
2673,M,35,7,77040,1,3,7,2404
2674,M,25,4,94110,1,2,4,3057
2675,M,35,18,98664,1,3,18,3410
2676,M,56,20,78731,1,6,20,2489
2677,F,35,7,66204,0,3,7,2207
2678,M,25,6,49707,1,2,6,1712
2679,F,18,4,02143,0,1,4,108
2680,M,25,12,01864,1,2,12,64
2681,F,25,4,48823,0,2,4,1665
2682,M,18,4,43210,1,1,4,1386
2683,M,35,7,60188,1,3,7,2037
2684,F,18,0,19143,0,1,0,734
2685,M,45,7,02116,1,4,7,94
2686,M,25,0,85283,1,2,0,2660
2687,M,1,10,08805,1,0,10,376
2688,M,25,17,54915,1,2,17,1825
2689,M,25,12,27511,1,2,12,975
2690,M,25,7,24210,1,2,7,945
2691,M,18,4,06459,1,1,4,282
2692,F,18,4,14620,0,1,4,622
2693,M,56,13,72949,1,6,13,2290
2694,M,18,4,90024,1,1,4,2746
2695,M,35,11,46033,1,3,11,1522
2696,M,25,7,24210,1,2,7,945
2697,F,50,17,87031,0,5,17,2687
2698,F,25,2,10028,0,2,2,420
2699,F,56,13,74128,0,6,13,2313
2700,M,25,7,30117,1,2,7,1078
2701,M,45,1,60115,1,4,1,2024
2702,M,45,6,65201,1,4,6,2189
2703,M,35,11,52803,1,3,11,1754
2704,M,56,13,72764,1,6,13,2287
2705,M,25,1,27713,1,2,1,995
2706,F,25,1,27713,0,2,1,995
2707,M,56,13,24060,1,6,13,943
2708,M,25,7,44115,1,2,7,1425
2709,F,25,0,60660,0,2,0,2094
2710,M,35,17,94303,1,3,17,3076
2711,F,25,4,01075,0,2,4,14
2712,F,18,19,33953,0,1,19,1239
2713,M,25,7,96811,1,2,7,3253
2714,M,18,4,96815,1,1,4,3255
2715,F,50,4,96822,0,5,4,3259
2716,F,50,4,96825,0,5,4,3260
2717,M,25,4,96826,1,2,4,3261
2718,F,25,4,96817,0,2,4,3256
2719,M,25,12,98100,1,2,12,3349
2720,M,35,0,20795,1,3,0,812
2721,M,45,14,19382,1,4,14,749
2722,M,35,7,22043,1,3,7,868
2723,F,25,9,28147,0,2,9,1006
2724,F,45,2,27514,0,4,2,977
2725,M,35,7,30071,1,3,7,1069
2726,M,45,11,02155,1,4,11,116
2727,M,25,11,60603,1,2,11,2070
2728,M,35,12,27614,1,3,12,989
2729,M,50,7,17402,1,5,7,677
2730,M,35,11,48640,1,3,11,1662
2731,M,35,7,11050,1,3,7,463
