,Title,Genres,Title_enc,Genres_enc
3041,Meatballs Part II (1984),Comedy,2231,176
3042,Meatballs III (1987),Comedy,2230,176
3043,Meatballs 4 (1992),Comedy,2229,176
3044,Dead Again (1991),Mystery|Romance|Thriller,897,286
3045,Peter's Friends (1992),Comedy|Drama,2681,185
3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,1754,207
3047,Experience Preferred... But Not Essential (1982),Drama,1124,239
3048,Under the Rainbow (1981),Comedy,3655,176
3049,How I Won the War (1967),Comedy|War,1669,214
3050,Light It Up (1999),Drama,2018,239
3051,Anywhere But Here (1999),Drama,193,239
3052,Dogma (1999),Comedy,989,176
3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,2253,262
3054,Pokémon: The First Movie (1998),Animation|Children's,2733,144
3055,Felicia's Journey (1999),Thriller,1190,298
3056,Oxygen (1999),Thriller,2614,298
3057,Where's Marlowe? (1999),Comedy,3780,176
3058,"Ape, The (1940)",Horror|Sci-Fi,196,278
3059,British Intelligence (1940),Drama,551,239
3060,"Commitments, The (1991)",Comedy|Drama,762,185
3061,Holiday Inn (1942),Comedy|Musical,1618,201
3062,"Longest Day, The (1962)",Action|Drama|War,2069,73
3063,Poison Ivy (1992),Thriller,2729,298
3064,Poison Ivy: New Seduction (1997),Thriller,2731,298
3065,Ten Benny (1997),Drama,3445,239
3066,Tora! Tora! Tora! (1970),War,3560,299
3067,Women on the Verge of a Nervous Breakdown (1988),Comedy|Drama,3838,185
3068,"Verdict, The (1982)",Drama,3689,239
3069,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",Drama,1066,239
3070,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,57,124
3071,Stand and Deliver (1987),Drama,3288,239
3072,Moonstruck (1987),Comedy,2331,176
3073,"Sandpiper, The (1965)",Drama|Romance,3022,252
3074,Jeremiah Johnson (1972),Western,1831,300
3075,Repulsion (1965),Thriller,2904,298
3076,Irma la Douce (1963),Comedy,1784,176
3077,42 Up (1998),Documentary,26,235
3078,Liberty Heights (1999),Drama,2007,239
3079,Mansfield Park (1999),Drama,2182,239
3080,"Goodbye, 20th Century (Zbogum na dvadesetiot vek) (1998)",Drama|Sci-Fi,1437,258
3081,Sleepy Hollow (1999),Horror|Romance,3175,277
3082,"World Is Not Enough, The (1999)",Action|Thriller,3848,92
3083,All About My Mother (Todo Sobre Mi Madre) (1999),Comedy|Drama,106,185
3084,Home Page (1999),Documentary,1629,235
3085,"Living Dead Girl, The (La Morte Vivante) (1982)",Horror,2052,274
3086,March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),Comedy,2187,176
3087,Scrooged (1988),Comedy,3055,176
3088,Harvey (1950),Comedy,1543,176
3089,"Bicycle Thief, The (Ladri di biciclette) (1948)",Drama,384,239
3090,Matewan (1987),Drama,2212,239
3091,Kagemusha (1980),Drama|War,1873,262
3092,Chushingura (1962),Drama,700,239
3093,McCabe & Mrs. Miller (1971),Drama|Western,2223,263
3094,Maurice (1987),Drama|Romance,2216,252
3095,"Grapes of Wrath, The (1940)",Drama,1455,239
3096,My Man Godfrey (1957),Comedy,2413,176
3097,"Shop Around the Corner, The (1940)",Comedy|Romance,3126,207
3098,"Natural, The (1984)",Drama,2439,239
3099,Shampoo (1975),Comedy|Romance,3108,207
3100,"River Runs Through It, A (1992)",Drama,2936,239
3101,Fatal Attraction (1987),Thriller,1173,298
3102,Jagged Edge (1985),Thriller,1812,298
3103,Stanley & Iris (1990),Drama|Romance,3290,252
3104,Midnight Run (1988),Action|Adventure|Comedy|Crime,2269,10
3105,Awakenings (1990),Drama,245,239
3106,Come See the Paradise (1990),Drama|Romance,758,252
3107,Backdraft (1991),Action|Drama,269,64
3108,"Fisher King, The (1991)",Comedy|Drama|Romance,1219,187
3109,"River, The (1984)",Drama,2938,239
3110,Country (1984),Drama,801,239
3111,Places in the Heart (1984),Drama,2712,239
3112,'Night Mother (1986),Drama,1,239
3113,End of Days (1999),Action|Thriller,1080,92
3114,Toy Story 2 (1999),Animation|Children's|Comedy,3575,145
3115,Flawless (1999),Drama,1228,239
3116,Miss Julie (1999),Drama,2295,239
3117,Ride with the Devil (1999),Drama|Romance|War,2929,255
3118,Tumbleweeds (1999),Drama,3610,239
3119,Bay of Blood (Reazione a catena) (1971),Horror,319,274
3120,"Distinguished Gentleman, The (1992)",Comedy,978,176
3121,"Hitch-Hiker, The (1953)",Film-Noir,1616,266
3122,Santa Fe Trail (1940),Drama|Romance|Western,3026,257
3123,Spring Fever USA (a.k.a. Lauderdale) (1989),Comedy,3275,176
3124,Agnes Browne (1999),Comedy|Drama,73,185
3125,"End of the Affair, The (1999)",Drama,1083,239
3126,"End of the Affair, The (1955)",Drama,1082,239
3127,Holy Smoke (1999),Drama,1623,239
3128,"Map of the World, A (1999)",Drama,2184,239
3129,Sweet and Lowdown (1999),Comedy|Drama,3395,185
3130,Bonfire of the Vanities (1990),Comedy,487,176
3131,Broadway Damage (1997),Comedy,553,176
3132,Daddy Long Legs (1919),Comedy,862,176
3133,Go West (1925),Comedy,1405,176
3134,"Grand Illusion (Grande illusion, La) (1937)",Drama|War,1452,262
3135,"Great Santini, The (1979)",Drama,1470,239
3136,"James Dean Story, The (1957)",Documentary,1817,235
3137,"Sea Wolves, The (1980)",Action|War,3056,94
3138,Stealing Home (1988),Drama,3318,239
3139,Tarzan the Fearless (1933),Action|Adventure,3432,1
3140,"Three Ages, The (1923)",Comedy,3496,176
3141,"Two Jakes, The (1990)",Drama,3633,239
3142,U2: Rattle and Hum (1988),Documentary|Musical,3643,237
3143,Hell in the Pacific (1968),Drama|War,1577,262
3144,"Glass Bottom Boat, The (1966)",Comedy|Romance,1393,207
3145,"Cradle Will Rock, The (1999)",Drama,807,239
3146,Deuce Bigalow: Male Gigolo (1999),Comedy,950,176
3147,"Green Mile, The (1999)",Drama|Thriller,1474,260
3148,"Cider House Rules, The (1999)",Drama,702,239
3149,Diamonds (1999),Mystery,960,285
3150,"War Zone, The (1999)",Drama,3730,239
3151,"Bat Whispers, The (1930)",Crime|Drama|Mystery,305,220
3152,"Last Picture Show, The (1971)",Drama,1967,239
3153,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,29,23
3154,Blood on the Sun (1945),Drama|War,454,262
3155,Anna and the King (1999),Drama|Romance,183,252
3156,Bicentennial Man (1999),Comedy|Drama|Sci-Fi,383,188
3157,Stuart Little (1999),Children's|Comedy,3355,160
3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,1075,239
3159,Fantasia 2000 (1999),Animation|Children's|Musical,1156,152
3160,Magnolia (1999),Drama,2144,239
3161,Onegin (1999),Drama,2578,239
3162,Simpatico (1999),Comedy|Drama,3139,185
3163,Topsy-Turvy (1999),Drama,3559,239
3164,"Alley Cats, The (1968)",Drama,117,239
3165,Boiling Point (1993),Action|Drama,485,64
3166,Brenda Starr (1989),Adventure,538,96
3167,Carnal Knowledge (1971),Drama,619,239
3168,Easy Rider (1969),Adventure|Drama,1052,126
3169,"Falcon and the Snowman, The (1984)",Drama,1144,239
3170,Hi-Yo Silver (1940),Western,1597,300
3171,Room at the Top (1959),Drama,2972,239
3172,Ulysses (Ulisse) (1954),Adventure,3646,96
3173,Any Given Sunday (1999),Drama,191,239
3174,Man on the Moon (1999),Comedy|Drama,2173,185
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,1338,124
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,3412,251
3177,Next Friday (1999),Comedy,2466,176
3178,"Hurricane, The (1999)",Drama,1689,239
3179,Angela's Ashes (1999),Drama,175,239
3180,Play it to the Bone (1999),Comedy|Drama,2716,185
3181,Titus (1999),Drama,3536,239
3182,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),Documentary,2343,235
3183,"Third Miracle, The (1999)",Drama,3484,239
3184,Montana (1998),Action|Comedy|Crime|Drama,2323,45
3185,Snow Falling on Cedars (1999),Drama,3199,239
3186,"Girl, Interrupted (1999)",Drama,1389,239
3187,Trans (1998),Drama,3581,239
3188,"Life and Times of Hank Greenberg, The (1998)",Documentary,2013,235
3189,My Dog Skip (1999),Comedy,2398,176
3190,Supernova (2000),Adventure|Sci-Fi,3383,138
3191,"Quarry, The (1998)",Drama,2827,239
3192,"Terrorist, The (Malli) (1998)",Drama,3453,239
3193,Creature (1999),Documentary,811,235
3194,"Way We Were, The (1973)",Drama,3740,239
3195,Tess of the Storm Country (1922),Drama,3454,239
3196,Stalag 17 (1953),Drama|War,3285,262
3197,"Presidio, The (1988)",Action,2771,0
3198,Papillon (1973),Drama,2629,239
3199,Pal Joey (1957),Comedy|Musical|Romance,2619,202
3200,"Last Detail, The (1973)",Comedy|Drama,1962,185
3201,Five Easy Pieces (1970),Drama,1222,239
3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),Drama,1105,239
3203,Dead Calm (1989),Thriller,898,298
3204,"Boys from Brazil, The (1978)",Thriller,513,298
3205,Black Sunday (La Maschera Del Demonio) (1960),Horror,428,274
3206,Against All Odds (1984),Romance,71,290
3207,"Snows of Kilimanjaro, The (1952)",Adventure,3202,96
3208,Loaded Weapon 1 (1993),Action|Comedy,2056,43
3209,"Loves of Carmen, The (1948)",Drama,2114,239
3210,Fast Times at Ridgemont High (1982),Comedy,1170,176
3211,"Cry in the Dark, A (1988)",Drama,843,239
3212,Born to Win (1971),Drama,498,239
3213,Batman: Mask of the Phantasm (1993),Animation|Children's,311,144
3214,American Flyers (1985),Drama,131,239
3215,Voyage of the Damned (1976),Drama,3710,239
3216,Vampyros Lesbos (Las Vampiras) (1970),Horror,3681,274
3217,"Star Is Born, A (1937)",Drama,3291,239
3218,Poison (1991),Drama,2728,239
3219,Pacific Heights (1990),Thriller,2615,298
3220,Night Tide (1961),Drama,2478,239
3221,"Draughtsman's Contract, The (1982)",Drama,1015,239
3222,Carmen (1984),Drama,617,239
3223,"Zed & Two Noughts, A (1985)",Drama,3877,239
3224,Woman in the Dunes (Suna no onna) (1964),Drama,3835,239
3225,Down to You (2000),Comedy|Romance,1007,207
3226,Hellhounds on My Trail (1999),Documentary,1579,235
3227,"Not Love, Just Frenzy (Más que amor, frenesí) (1996)",Comedy|Drama|Thriller,2518,189
3228,Wirey Spindell (1999),Comedy,3821,176
3229,Another Man's Poison (1952),Crime|Drama,187,217
3230,"Odessa File, The (1974)",Thriller,2540,298
3231,"Saphead, The (1920)",Comedy,3029,176
3232,Seven Chances (1925),Comedy,3080,176
3233,Smashing Time (1967),Comedy,3189,176
3234,Train Ride to Hollywood (1978),Comedy,3578,176
3235,Where the Buffalo Roam (1980),Comedy,3777,176
3236,Zachariah (1971),Western,3876,300
3237,Kestrel's Eye (Falkens öga) (1998),Documentary,1885,235
3238,Eye of the Beholder (1999),Thriller,1129,298
3239,Isn't She Great? (2000),Comedy,1790,176
3240,"Big Tease, The (1999)",Comedy,404,176
3241,"Cup, The (Phörpa) (1999)",Comedy,848,176
3242,Santitos (1997),Comedy,3028,176
3243,Encino Man (1992),Comedy,1079,176
3244,"Goodbye Girl, The (1977)",Comedy|Romance,1436,207
3245,I Am Cuba (Soy Cuba/Ya Kuba) (1964),Drama,1694,239
3246,Malcolm X (1992),Drama,2150,239
3247,Sister Act (1992),Comedy|Crime,3150,177
3248,Sister Act 2: Back in the Habit (1993),Comedy,3151,176
3249,"Hand That Rocks the Cradle, The (1992)",Thriller,1517,298
3250,Alive (1993),Drama,104,239
3251,Agnes of God (1985),Drama|Mystery,74,248
3252,Scent of a Woman (1992),Drama,3041,239
3253,Wayne's World (1992),Comedy,3742,176
3254,Wayne's World 2 (1993),Comedy,3743,176
3255,"League of Their Own, A (1992)",Comedy|Drama,1987,185
3256,Patriot Games (1992),Action|Thriller,2650,92
3257,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller,482,69
3258,Death Becomes Her (1992),Comedy,912,176
3259,Far and Away (1992),Drama|Romance,1162,252
3260,Howards End (1992),Drama,1675,239
3261,Singles (1992),Comedy|Drama|Romance,3148,187
3262,Twin Peaks: Fire Walk with Me (1992),Drama|Mystery,3623,248
3263,White Men Can't Jump (1992),Comedy,3787,176
3264,Buffy the Vampire Slayer (1992),Comedy|Horror,576,196
3265,Hard-Boiled (Lashou shentan) (1992),Action|Crime,1535,56
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Action|Comedy|Crime|Drama,2156,45
3267,"Mariachi, El (1992)",Action|Thriller,2189,92
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,3335,43
3269,Forever Young (1992),Adventure|Romance|Sci-Fi,1272,137
3270,"Cutting Edge, The (1992)",Drama,856,239
3271,Of Mice and Men (1992),Drama,2543,239
3272,Bad Lieutenant (1992),Crime|Drama,273,217
3273,Scream 3 (2000),Horror|Mystery|Thriller,3051,276
3274,Single White Female (1992),Action,3147,0
3275,"Boondock Saints, The (1999)",Action|Comedy,492,43
3276,Gun Shy (2000),Comedy,1493,176
3277,Beloved/Friend (Amigo/Amado) (1999),Drama,353,239
3278,Gendernauts (1999),Documentary,1353,235
3279,Knockout (1999),Action|Adventure,1932,1
3280,"Baby, The (1973)",Horror,255,274
3281,"Brandon Teena Story, The (1998)",Documentary,523,235
3282,Different for Girls (1996),Comedy,967,176
3283,Minnie and Moskowitz (1971),Action,2287,0
3284,They Might Be Giants (1971),Comedy|Romance,3471,207
3285,"Beach, The (2000)",Adventure|Drama,321,126
3286,Snow Day (2000),Comedy,3198,176
3287,"Tigger Movie, The (2000)",Animation|Children's,3518,144
3288,Cotton Mary (1999),Drama,799,239
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,2519,239
3290,Soft Toilet Seats (1999),Comedy,3207,176
3291,Trois (2000),Thriller,3596,298
3292,"Big Combo, The (1955)",Film-Noir,391,266
3293,Conceiving Ada (1997),Drama|Sci-Fi,769,258
3294,Eaten Alive (1976),Horror,1055,274
3295,Raining Stones (1993),Drama,2849,239
3296,To Sir with Love (1967),Drama,3545,239
3297,With Byrd at the South Pole (1930),Documentary,3825,235
3298,Boiler Room (2000),Drama,484,239
3299,Hanging Up (2000),Comedy|Drama,1521,185
3300,Pitch Black (2000),Action|Sci-Fi,2710,86
3301,"Whole Nine Yards, The (2000)",Comedy|Crime,3794,177
3302,Beautiful People (1999),Comedy,329,176
3303,Black Tar Heroin: The Dark End of the Street (1999),Documentary,429,235
3304,Blue Collar (1978),Crime|Drama,464,217
3305,Bluebeard (1944),Film-Noir|Horror,472,267
3306,"Circus, The (1928)",Comedy,708,176
3307,City Lights (1931),Comedy|Drama|Romance,713,187
3308,"Flamingo Kid, The (1984)",Comedy|Drama,1225,185
3309,"Dog's Life, A (1920)",Comedy,988,176
3310,"Kid, The (1921)",Action,1891,0
3311,"Man from Laramie, The (1955)",Western,2166,300
3312,"McCullochs, The (1975)",Drama,2224,239
3313,Class Reunion (1982),Comedy,724,176
3314,"Big Trees, The (1952)",Action|Drama,405,64
3315,Happy Go Lovely (1951),Musical,1527,281
3316,Reindeer Games (2000),Action|Thriller,2889,92
3317,Wonder Boys (2000),Comedy|Drama,3840,185
3318,Deterrence (1998),Thriller,947,298
3319,Judy Berlin (1999),Drama,1855,239
3320,Mifune (Mifunes sidste sang) (1999),Comedy|Romance,2272,207
3321,"Waiting Game, The (2000)",Comedy,3714,176
3322,3 Strikes (2000),Comedy,22,176
3323,Chain of Fools (2000),Comedy|Crime,660,177
3324,Drowning Mona (2000),Comedy,1027,176
3325,"Next Best Thing, The (2000)",Comedy|Drama,2465,185
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,3765,211
3327,Beyond the Mat (2000),Documentary,380,235
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,1373,217
3329,"Year My Voice Broke, The (1987)",Drama,3860,239
3330,Splendor in the Grass (1961),Drama,3274,239
3331,My Tutor (1983),Drama,2418,239
3332,"Legend of Lobo, The (1962)",Adventure|Children's,1995,106
3333,"Killing of Sister George, The (1968)",Drama,1907,239
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,1886,219
3335,Jail Bait (1954),Crime|Drama,1813,217
3336,It Happened Here (1961),Drama,1796,239
3337,I'll Never Forget What's 'is Name (1967),Comedy|Drama,1715,185
3338,For All Mankind (1989),Documentary,1255,235
3339,Cross of Iron (1977),War,829,299
3340,Bride of the Monster (1956),Horror|Sci-Fi,542,278
3341,Born Yesterday (1950),Comedy,497,176
3342,Birdy (1984),Drama|War,416,262
3343,And God Created Woman (1988),Comedy|Drama|Romance,164,187
3344,Blood Feast (1963),Horror,448,274
3345,"Charlie, the Lonesome Cougar (1967)",Adventure|Children's,669,106
3346,Color Me Blood Red (1965),Horror,752,274
3347,Never Cry Wolf (1983),Drama,2453,239
3348,"Night Visitor, The (1970)",Crime|Thriller,2479,234
3349,"Perils of Pauline, The (1947)",Comedy,2673,176
3350,"Raisin in the Sun, A (1961)",Drama,2853,239
3351,Two Thousand Maniacs! (1964),Horror,3636,274
3352,Brown's Requiem (1998),Drama,568,239
3353,"Closer You Get, The (2000)",Comedy|Romance,739,207
3354,Mission to Mars (2000),Sci-Fi,2298,294
3355,"Ninth Gate, The (2000)",Thriller,2503,298
3356,Condo Painting (2000),Documentary,772,235
3357,East-West (Est-ouest) (1999),Drama|Romance,1050,252
3358,Defending Your Life (1991),Comedy|Romance,930,207
3359,Breaking Away (1979),Drama,533,239
3360,Hoosiers (1986),Drama,1642,239
3361,Bull Durham (1988),Comedy,578,176
3362,Dog Day Afternoon (1975),Comedy|Crime|Drama,985,178
3363,American Graffiti (1973),Comedy|Drama,133,185
3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,221,226
3365,"Searchers, The (1956)",Western,3058,300
3366,Where Eagles Dare (1969),Action|Adventure|War,3776,38
3367,"Devil's Brigade, The (1968)",War,956,299
3368,"Big Country, The (1958)",Romance|Western,392,293
3369,Any Number Can Win (Mélodie en sous-sol ) (1963),Crime,192,216
3370,Betrayed (1988),Drama|Thriller,368,260
3371,Bound for Glory (1976),Drama,503,239
3372,"Bridge at Remagen, The (1969)",Action|War,543,94
3373,Buck and the Preacher (1972),Western,570,300
3374,Daughters of the Dust (1992),Drama,886,239
3375,Destination Moon (1950),Sci-Fi,945,294
3376,"Fantastic Night, The (La Nuit Fantastique) (1949)",Romance,1157,290
3377,Hangmen Also Die (1943),Drama|War,1522,262
3378,"Ogre, The (Der Unhold) (1996)",Drama,2547,239
3379,On the Beach (1959),Drama,2560,239
3380,Railroaded! (1947),Film-Noir,2846,266
3381,Slaves to the Underground (1997),Comedy|Drama,3167,185
3382,Song of Freedom (1936),Drama,3235,239
3383,Big Fella (1937),Drama|Musical,394,246
3384,"Taking of Pelham One Two Three, The (1974)",Action,3411,0
3385,Volunteers (1985),Comedy,3709,176
3386,JFK (1991),Drama|Mystery,1802,248
3387,Who's Harry Crumb? (1989),Comedy,3792,176
3388,Harry and the Hendersons (1987),Comedy,1541,176
3389,Let's Get Harry (1986),Action|Adventure,1999,1
3390,Shanghai Surprise (1986),Adventure,3111,96
3391,Who's That Girl? (1987),Comedy,3793,176
3392,She-Devil (1989),Comedy,3119,176
3393,Date with an Angel (1987),Comedy|Fantasy,884,192
3394,Blind Date (1987),Comedy|Romance,442,207
3395,Nadine (1987),Comedy,2425,176
3396,"Muppet Movie, The (1979)",Children's|Comedy,2373,160
3397,"Great Muppet Caper, The (1981)",Children's|Comedy,1468,160
3398,"Muppets Take Manhattan, The (1984)",Children's|Comedy,2376,160
3399,Sesame Street Presents Follow That Bird (1985),Children's|Comedy,3076,160
3400,We're Back! A Dinosaur's Story (1993),Animation|Children's,3744,144
3401,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,257,138
3402,Turtle Diary (1985),Drama,3615,239
3403,Raise the Titanic (1980),Drama|Thriller,2852,260
3404,Titanic (1953),Action|Drama,3534,64
3405,"Night to Remember, A (1958)",Action|Drama,2485,64
3406,Captain Horatio Hornblower (1951),Action|Adventure|War,612,38
3407,"Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999)",Comedy|Drama,627,185
3408,Erin Brockovich (2000),Drama,1096,239
3409,Final Destination (2000),Drama|Thriller,1203,260
3410,Soft Fruit (1999),Comedy|Drama,3206,185
3411,Babymother (1998),Drama,259,239
3412,"Bear, The (1988)",Adventure,324,96
3413,Impact (1949),Crime|Drama,1733,217
3414,Love Is a Many-Splendored Thing (1955),Romance,2094,290
3415,"Mirror, The (Zerkalo) (1975)",Drama,2293,239
3416,"Trial, The (Le Procès) (1963)",Drama,3589,239
3417,"Crimson Pirate, The (1952)",Adventure|Comedy|Sci-Fi,822,124
3418,Thelma & Louise (1991),Action|Drama,3464,64
3419,Something for Everyone (1970),Comedy|Crime,3224,177
3420,...And Justice for All (1979),Drama|Thriller,4,260
3421,Animal House (1978),Comedy,180,176
3422,She's Gotta Have It (1986),Comedy|Romance,3116,207
3423,School Daze (1988),Drama,3045,239
3424,Do the Right Thing (1989),Comedy|Drama,981,185
3425,Mo' Better Blues (1990),Drama,2306,239
3426,Jungle Fever (1991),Drama|Romance,1862,252
3427,Coogan's Bluff (1968),Crime,785,216
3428,"Champ, The (1979)",Drama,664,239
3429,Creature Comforts (1990),Animation|Comedy,812,154
3430,Death Wish (1974),Action|Drama,913,64
3431,Death Wish II (1982),Action|Drama,916,64
3432,Death Wish 3 (1985),Action|Drama,914,64
3433,Death Wish 4: The Crackdown (1987),Action|Drama,915,64
3434,Death Wish V: The Face of Death (1994),Action|Drama,917,64
3435,Double Indemnity (1944),Crime|Film-Noir,999,226
3436,Dying Young (1991),Drama|Romance,1041,252
3437,Cool as Ice (1991),Drama,791,239
3438,Teenage Mutant Ninja Turtles (1990),Action|Children's|Fantasy,3439,42
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children's|Fantasy,3440,42
3440,Teenage Mutant Ninja Turtles III (1993),Action|Children's|Fantasy,3441,42
3441,Red Dawn (1984),Action|War,2879,94
3442,Band of the Hand (1986),Action,288,0
3443,Born American (1986),Action|Drama|Thriller,496,71
3444,Bloodsport (1988),Action,456,0
3445,Eyes of Laura Mars (1978),Mystery|Thriller,1132,289
3446,Funny Bones (1995),Comedy,1330,176
3447,"Good Earth, The (1937)",Drama,1429,239
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,1431,190
3449,"Good Mother, The (1988)",Drama,1432,239
3450,Grumpy Old Men (1993),Comedy,1484,176
3451,Guess Who's Coming to Dinner (1967),Comedy|Drama,1488,185
3452,Romeo Must Die (2000),Action|Romance,2967,82
3453,Here on Earth (2000),Drama|Romance,1594,252
3454,Whatever It Takes (2000),Comedy|Romance,3770,207
3455,Buddy Boy (1999),Drama|Thriller,572,260
3456,"Color of Paradise, The (Rang-e Khoda) (1999)",Drama,756,239
3457,Waking the Dead (1999),Drama,3718,239
3458,Blood and Sand (Sangre y Arena) (1989),Drama|Romance,453,252
3459,Gothic (1986),Drama|Horror,1444,244
3460,Hillbillys in a Haunted House (1967),Comedy,1612,176
3461,Lord of the Flies (1963),Adventure|Drama|Thriller,2072,129
3462,Modern Times (1936),Comedy,2309,176
3463,Last Resort (1994),Comedy,1968,176
3464,Solar Crisis (1993),Sci-Fi|Thriller,3208,295
3465,That's Life! (1986),Drama,3463,239
3466,Heart and Souls (1993),Comedy|Fantasy,1558,192
3467,Hud (1963),Drama|Western,1678,263
3468,"Hustler, The (1961)",Drama,1692,239
3469,Inherit the Wind (1960),Drama,1764,239
3470,Dersu Uzala (1974),Adventure|Drama,937,126
3471,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,737,258
3472,Horror Hotel (a.k.a. The City of the Dead) (1960),Horror,1645,274
3473,Jonah Who Will Be 25 in the Year 2000 (1976),Comedy,1847,176
3474,Retroactive (1997),Sci-Fi|Thriller,2912,295
3475,"Place in the Sun, A (1951)",Drama|Romance,2711,252
3476,Jacob's Ladder (1990),Horror|Mystery|Thriller,1810,276
3477,Empire Records (1995),Comedy|Drama,1076,185
3478,"Bamba, La (1987)",Drama,283,239
3479,Ladyhawke (1985),Adventure|Fantasy|Romance,1950,132
3480,Lucas (1986),Drama,2117,239
3481,High Fidelity (2000),Comedy,1603,176
3482,Price of Glory (2000),Drama,2775,239
3483,"Road to El Dorado, The (2000)",Animation|Children's,2940,144
3484,"Skulls, The (2000)",Thriller,3162,298
3485,Autopsy (Macchie Solari) (1975),Horror,238,274
3486,Devil Girl From Mars (1954),Sci-Fi,951,294
3487,"Dorado, El (1967)",Western,997,300
3488,"Hideous Sun Demon, The (1959)",Horror|Sci-Fi,1601,278
3489,Hook (1991),Adventure|Fantasy,1640,131
3490,Horror Express (1972),Horror,1644,274
3491,My Chauffeur (1986),Comedy,2395,176
3492,"Son of the Sheik, The (1926)",Adventure,3234,96
3493,Torso (Corpi Presentano Tracce di Violenza Carnale) (1973),Horror,3562,274
3494,True Grit (1969),Adventure|Western,3603,142
3495,Roadside Prophets (1992),Comedy|Drama,2942,185
3496,Madame Sousatzka (1988),Drama,2137,239
3497,Max Dugan Returns (1983),Comedy,2218,176
3498,Midnight Express (1978),Drama,2268,239
3499,Misery (1990),Horror,2294,274
3500,Mr. Saturday Night (1992),Comedy|Drama,2350,185
3501,Murphy's Romance (1985),Comedy|Romance,2382,207
3502,My Life (1993),Drama,2407,239
3503,Solaris (Solyaris) (1972),Drama|Sci-Fi,3209,258
3504,Network (1976),Comedy|Drama,2451,185
3505,No Way Out (1987),Thriller,2509,298
3506,North Dallas Forty (1979),Comedy|Drama,2514,185
3507,"Odd Couple, The (1968)",Comedy,2539,176
3508,"Outlaw Josey Wales, The (1976)",Western,2607,300
3509,Black and White (1999),Drama,431,239
3510,Frequency (2000),Drama|Thriller,1298,260
3511,Ready to Rumble (2000),Comedy,2869,176
3512,Return to Me (2000),Drama|Romance,2919,252
3513,Rules of Engagement (2000),Drama|Thriller,2991,260
3514,Joe Gould's Secret (2000),Drama,1841,239
3515,Me Myself I (2000),Comedy,2226,176
3516,"Bell, Book and Candle (1958)",Comedy|Romance,348,207
3517,"Bells, The (1926)",Crime|Drama,350,217
3518,"End of Violence, The (1997)",Drama|Thriller,1081,260
3519,Force 10 from Navarone (1978),Action|War,1267,94
3520,How to Stuff a Wild Bikini (1965),Comedy,1673,176
3521,Mystery Train (1989),Comedy|Crime|Drama,2421,178
3522,Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama,3012,239
3523,Taffin (1988),Action|Thriller,3408,92
3524,Arthur (1981),Comedy|Romance,217,207
3525,Bachelor Party (1984),Comedy,261,176
3526,Parenthood (1989),Comedy|Drama,2638,185
3527,Predator (1987),Action|Sci-Fi|Thriller,2767,87
3528,"Prince of Tides, The (1991)",Drama|Romance,2783,252
3529,"Postman Always Rings Twice, The (1981)",Crime|Thriller,2759,234
3530,Smoking/No Smoking (1993),Comedy,3195,176
3531,All the Vermeers in New York (1990),Comedy|Drama|Romance,115,187
3532,Freedom for Us (À nous la liberté ) (1931),Comedy,1291,176
3533,"Actor's Revenge, An (Yukinojo Henge) (1963)",Drama,50,239
3534,28 Days (2000),Comedy,20,176
3535,American Psycho (2000),Comedy|Horror|Thriller,140,200
3536,Keeping the Faith (2000),Comedy|Romance,1882,207
3537,Where the Money Is (2000),Comedy|Drama,3779,185
3538,East is East (1999),Comedy,1048,176
3539,"Filth and the Fury, The (2000)",Documentary,1201,235
3540,Passion of Mind (1999),Romance|Thriller,2646,291
3541,Third World Cop (1999),Action,3485,0
3542,Coming Apart (1969),Drama,759,239
3543,Diner (1982),Comedy|Drama,970,185
3544,Shakes the Clown (1991),Comedy,3103,176
3545,Cabaret (1972),Musical|War,595,284
